% start;RxBytes;delay;stdDev;min;max;;;;;;;;
0;12;0.000635713;0;0.000635713;0.000635713;;;;;;;;
0;2;0;0;0;0;;;;;;;;
0;22176;0.000635713;0;0.000635713;0.000635713;;;;;;;;
0.25;26400;0.000635713;0;0.000635713;0.000635713;;;;;;;;
0.5;27456;0.000694092;0.000206252;0.000635713;0.00140357;;;;;;;;
0.75;26400;0.000635713;0;0.000635713;0.000635713;;;;;;;;
1;26400;0.000635713;0;0.000635713;0.000635713;;;;;;;;
1.25;26400;0.000635713;0;0.000635713;0.000635713;;;;;;;;
1.5;26400;0.000635713;0;0.000635713;0.000635713;;;;;;;;
1.75;26400;0.000635713;0;0.000635713;0.000635713;;;;;;;;
2;26400;0.000635713;0;0.000635713;0.000635713;;;;;;;;
2.25;26400;0.000635713;0;0.000635713;0.000635713;;;;;;;;
2.5;26400;0.000635713;0;0.000635713;0.000635713;;;;;;;;
2.75;26400;0.000635713;0;0.000635713;0.000635713;;;;;;;;
3;27456;0.000694092;0.000206252;0.000635713;0.00140357;;;;;;;;
3.25;26400;0.000635713;0;0.000635713;0.000635713;;;;;;;;
3.5;26400;0.000635713;0;0.000635713;0.000635713;;;;;;;;
3.75;26400;0.000635713;0;0.000635713;0.000635713;;;;;;;;
4;26400;0.000635713;0;0.000635713;0.000635713;;;;;;;;
4.25;26400;0.000635713;0;0.000635713;0.000635713;;;;;;;;
4.5;26400;0.000635713;0;0.000635713;0.000635713;;;;;;;;
4.75;26400;0.000635713;0;0.000635713;0.000635713;;;;;;;;
5;26400;0.000635713;0;0.000635713;0.000635713;;;;;;;;
5.25;26400;0.000635713;0;0.000635713;0.000635713;;;;;;;;
5.5;26400;0.000635713;0;0.000635713;0.000635713;;;;;;;;
5.75;26400;0.000635713;0;0.000635713;0.000635713;;;;;;;;
6;26400;0.000635713;0;0.000635713;0.000635713;;;;;;;;
6.25;26400;0.000635713;0;0.000635713;0.000635713;;;;;;;;
6.5;26400;0.000635713;0;0.000635713;0.000635713;;;;;;;;
6.75;26400;0.000635713;0;0.000635713;0.000635713;;;;;;;;
7;26400;0.000635713;0;0.000635713;0.000635713;;;;;;;;
7.25;27456;0.000694092;0.000206252;0.000635713;0.00140357;;;;;;;;
7.5;26400;0.000635713;0;0.000635713;0.000635713;;;;;;;;
7.75;26400;0.000635713;0;0.000635713;0.000635713;;;;;;;;
8;26400;0.000635713;0;0.000635713;0.000635713;;;;;;;;
8.25;26400;0.000635713;0;0.000635713;0.000635713;;;;;;;;
8.5;26400;0.000635713;0;0.000635713;0.000635713;;;;;;;;
8.75;26400;0.000635713;0;0.000635713;0.000635713;;;;;;;;
9;26400;0.000635713;0;0.000635713;0.000635713;;;;;;;;
9.25;26400;0.000635713;0;0.000635713;0.000635713;;;;;;;;
9.5;26400;0.000635713;0;0.000635713;0.000635713;;;;;;;;
9.75;26400;0.000635713;0;0.000635713;0.000635713;;;;;;;;
10;26400;0.000635713;0;0.000635713;0.000635713;;;;;;;;
10.25;26400;0.000635713;0;0.000635713;0.000635713;;;;;;;;
10.5;26400;0.000635713;0;0.000635713;0.000635713;;;;;;;;
10.75;27456;0.000694092;0.000206252;0.000635713;0.00140357;;;;;;;;
11;26400;0.000635713;0;0.000635713;0.000635713;;;;;;;;
11.25;26400;0.000635713;0;0.000635713;0.000635713;;;;;;;;
11.5;26400;0.000635713;0;0.000635713;0.000635713;;;;;;;;
11.75;27456;0.000694092;0.000206252;0.000635713;0.00140357;;;;;;;;
12;26400;0.000635713;0;0.000635713;0.000635713;;;;;;;;
12.25;26400;0.000635713;0;0.000635713;0.000635713;;;;;;;;
12.5;26400;0.000635713;0;0.000635713;0.000635713;;;;;;;;
12.75;26400;0.000635713;0;0.000635713;0.000635713;;;;;;;;
13;26400;0.000635713;0;0.000635713;0.000635713;;;;;;;;
13.25;27456;0.000694092;0.000206252;0.000635713;0.00140357;;;;;;;;
13.5;26400;0.000635713;0;0.000635713;0.000635713;;;;;;;;
13.75;26400;0.000635713;0;0.000635713;0.000635713;;;;;;;;
14;26400;0.000635713;0;0.000635713;0.000635713;;;;;;;;
14.25;26400;0.000635713;0;0.000635713;0.000635713;;;;;;;;
14.5;26400;0.000635713;0;0.000635713;0.000635713;;;;;;;;
14.75;26400;0.000635713;0;0.000635713;0.000635713;;;;;;;;
15;26400;0.000635713;0;0.000635713;0.000635713;;;;;;;;
15.25;26400;0.000635713;0;0.000635713;0.000635713;;;;;;;;
15.5;27456;0.000694092;0.000206252;0.000635713;0.00140357;;;;;;;;
15.75;26400;0.000635713;0;0.000635713;0.000635713;;;;;;;;
16;26400;0.000635713;0;0.000635713;0.000635713;;;;;;;;
16.25;26400;0.000635713;0;0.000635713;0.000635713;;;;;;;;
16.5;27456;0.000694092;0.000206252;0.000635713;0.00140357;;;;;;;;
16.75;27456;0.000694092;0.000206252;0.000635713;0.00140357;;;;;;;;
17;26400;0.000635713;0;0.000635713;0.000635713;;;;;;;;
17.25;26400;0.000635713;0;0.000635713;0.000635713;;;;;;;;
17.5;26400;0.000635713;0;0.000635713;0.000635713;;;;;;;;
17.75;26400;0.000635713;0;0.000635713;0.000635713;;;;;;;;
18;26400;0.000635713;0;0.000635713;0.000635713;;;;;;;;
18.25;26400;0.000635713;0;0.000635713;0.000635713;;;;;;;;
18.5;26400;0.000635713;0;0.000635713;0.000635713;;;;;;;;
18.75;26400;0.000635713;0;0.000635713;0.000635713;;;;;;;;
19;26400;0.000635713;0;0.000635713;0.000635713;;;;;;;;
19.25;26400;0.000635713;0;0.000635713;0.000635713;;;;;;;;
19.5;26400;0.000635713;0;0.000635713;0.000635713;;;;;;;;
19.75;26400;0.000635713;0;0.000635713;0.000635713;;;;;;;;
20;26400;0.000635713;0;0.000635713;0.000635713;;;;;;;;
20.25;26400;0.000635713;0;0.000635713;0.000635713;;;;;;;;
20.5;26400;0.000635713;0;0.000635713;0.000635713;;;;;;;;
20.75;27456;0.000694092;0.000206252;0.000635713;0.00140357;;;;;;;;
21;26400;0.000635713;0;0.000635713;0.000635713;;;;;;;;
21.25;26400;0.000635713;0;0.000635713;0.000635713;;;;;;;;
21.5;26400;0.000635713;0;0.000635713;0.000635713;;;;;;;;
21.75;26400;0.000635713;0;0.000635713;0.000635713;;;;;;;;
22;26400;0.000635713;0;0.000635713;0.000635713;;;;;;;;
22.25;26400;0.000635713;0;0.000635713;0.000635713;;;;;;;;
22.5;26400;0.000635713;0;0.000635713;0.000635713;;;;;;;;
22.75;26400;0.000635713;0;0.000635713;0.000635713;;;;;;;;
23;26400;0.000635713;0;0.000635713;0.000635713;;;;;;;;
23.25;26400;0.000635713;0;0.000635713;0.000635713;;;;;;;;
23.5;26400;0.000635713;0;0.000635713;0.000635713;;;;;;;;
23.75;27456;0.000694092;0.000206252;0.000635713;0.00140357;;;;;;;;
24;26400;0.000635713;0;0.000635713;0.000635713;;;;;;;;
24.25;27456;0.000694092;0.000206252;0.000635713;0.00140357;;;;;;;;
24.5;26400;0.000635713;0;0.000635713;0.000635713;;;;;;;;
24.75;26400;0.000635713;0;0.000635713;0.000635713;;;;;;;;
25;26400;0.000635713;0;0.000635713;0.000635713;;;;;;;;
25.25;26400;0.000635713;0;0.000635713;0.000635713;;;;;;;;
25.5;26400;0.000635713;0;0.000635713;0.000635713;;;;;;;;
25.75;27456;0.000694092;0.000206252;0.000635713;0.00140357;;;;;;;;
26;26400;0.000635713;0;0.000635713;0.000635713;;;;;;;;
26.25;26400;0.000635713;0;0.000635713;0.000635713;;;;;;;;
26.5;26400;0.000635713;0;0.000635713;0.000635713;;;;;;;;
26.75;27456;0.000694092;0.000206252;0.000635713;0.00140357;;;;;;;;
27;26400;0.000635713;0;0.000635713;0.000635713;;;;;;;;
27.25;26400;0.000635713;0;0.000635713;0.000635713;;;;;;;;
27.5;26400;0.000635713;0;0.000635713;0.000635713;;;;;;;;
27.75;26400;0.000635713;0;0.000635713;0.000635713;;;;;;;;
28;26400;0.000635713;0;0.000635713;0.000635713;;;;;;;;
28.25;26400;0.000635713;0;0.000635713;0.000635713;;;;;;;;
28.5;27456;0.000694092;0.000206252;0.000635713;0.00140357;;;;;;;;
28.75;26400;0.000635713;0;0.000635713;0.000635713;;;;;;;;
29;26400;0.000635713;0;0.000635713;0.000635713;;;;;;;;
