Time	UE Id	DistanceX	DistanceY
42	1	690	-150
42	2	790	-150
42.1	0	592	-150
42.1	1	692	-150
42.1	2	792	-150
42.2	0	594	-150
42.2	1	694	-150
42.2	2	794	-150
42.3	0	596	-150
42.3	1	696	-150
42.3	2	796	-150
42.4	0	598	-150
42.4	1	698	-150
42.4	2	798	-150
42.5	0	600	-150
42.5	1	700	-150
42.5	2	800	-150
42.6	0	602	-150
42.6	1	702	-150
42.6	2	802	-150
42.7	0	604	-150
42.7	1	704	-150
42.7	2	804	-150
42.8	0	606	-150
42.8	1	706	-150
42.8	2	806	-150
42.9	0	608	-150
42.9	1	708	-150
42.9	2	808	-150
43	0	610	-150
43	1	710	-150
43	2	810	-150
43.1	0	612	-150
43.1	1	712	-150
43.1	2	812	-150
43.2	0	614	-150
43.2	1	714	-150
43.2	2	814	-150
43.3	0	616	-150
43.3	1	716	-150
43.3	2	816	-150
43.4	0	618	-150
43.4	1	718	-150
43.4	2	818	-150
43.5	0	620	-150
43.5	1	720	-150
43.5	2	820	-150
43.6	0	622	-150
43.6	1	722	-150
43.6	2	822	-150
43.7	0	624	-150
43.7	1	724	-150
43.7	2	824	-150
43.8	0	626	-150
43.8	1	726	-150
43.8	2	826	-150
43.9	0	628	-150
43.9	1	728	-150
43.9	2	828	-150
44	0	630	-150
44	1	730	-150
44	2	830	-150
44.1	0	632	-150
44.1	1	732	-150
44.1	2	832	-150
44.2	0	634	-150
44.2	1	734	-150
44.2	2	834	-150
44.3	0	636	-150
44.3	1	736	-150
44.3	2	836	-150
44.4	0	638	-150
44.4	1	738	-150
44.4	2	838	-150
44.5	0	640	-150
44.5	1	740	-150
44.5	2	840	-150
44.6	0	642	-150
44.6	1	742	-150
44.6	2	842	-150
44.7	0	644	-150
44.7	1	744	-150
44.7	2	844	-150
44.8	0	646	-150
44.8	1	746	-150
44.8	2	846	-150
44.9	0	648	-150
44.9	1	748	-150
44.9	2	848	-150
45	0	650	-150
45	1	750	-150
45	2	850	-150
45.1	0	652	-150
45.1	1	752	-150
45.1	2	852	-150
45.2	0	654	-150
45.2	1	754	-150
45.2	2	854	-150
45.3	0	656	-150
45.3	1	756	-150
45.3	2	856	-150
45.4	0	658	-150
45.4	1	758	-150
45.4	2	858	-150
45.5	0	660	-150
45.5	1	760	-150
45.5	2	860	-150
45.6	0	662	-150
45.6	1	762	-150
45.6	2	862	-150
45.7	0	664	-150
45.7	1	764	-150
45.7	2	864	-150
45.8	0	666	-150
45.8	1	766	-150
45.8	2	866	-150
45.9	0	668	-150
45.9	1	768	-150
45.9	2	868	-150
46	0	670	-150
46	1	770	-150
46	2	870	-150
46.1	0	672	-150
46.1	1	772	-150
46.1	2	872	-150
46.2	0	674	-150
46.2	1	774	-150
46.2	2	874	-150
46.3	0	676	-150
46.3	1	776	-150
46.3	2	876	-150
46.4	0	678	-150
46.4	1	778	-150
46.4	2	878	-150
46.5	0	680	-150
46.5	1	780	-150
46.5	2	880	-150
46.6	0	682	-150
46.6	1	782	-150
46.6	2	882	-150
46.7	0	684	-150
46.7	1	784	-150
46.7	2	884	-150
46.8	0	686	-150
46.8	1	786	-150
46.8	2	886	-150
46.9	0	688	-150
46.9	1	788	-150
46.9	2	888	-150
47	0	690	-150
47	1	790	-150
47	2	890	-150
47.1	0	692	-150
47.1	1	792	-150
47.1	2	892	-150
47.2	0	694	-150
47.2	1	794	-150
47.2	2	894	-150
47.3	0	696	-150
47.3	1	796	-150
47.3	2	896	-150
47.4	0	698	-150
47.4	1	798	-150
47.4	2	898	-150
47.5	0	700	-150
47.5	1	800	-150
47.5	2	900	-150
47.6	0	702	-150
47.6	1	802	-150
47.6	2	902	-150
47.7	0	704	-150
47.7	1	804	-150
47.7	2	904	-150
47.8	0	706	-150
47.8	1	806	-150
47.8	2	906	-150
47.9	0	708	-150
47.9	1	808	-150
47.9	2	908	-150
48	0	710	-150
48	1	810	-150
48	2	910	-150
48.1	0	712	-150
48.1	1	812	-150
48.1	2	912	-150
48.2	0	714	-150
48.2	1	814	-150
48.2	2	914	-150
48.3	0	716	-150
48.3	1	816	-150
48.3	2	916	-150
48.4	0	718	-150
48.4	1	818	-150
48.4	2	918	-150
48.5	0	720	-150
48.5	1	820	-150
48.5	2	920	-150
48.6	0	722	-150
48.6	1	822	-150
48.6	2	922	-150
48.7	0	724	-150
48.7	1	824	-150
48.7	2	924	-150
48.8	0	726	-150
48.8	1	826	-150
48.8	2	926	-150
48.9	0	728	-150
48.9	1	828	-150
48.9	2	928	-150
49	0	730	-150
49	1	830	-150
49	2	930	-150
49.1	0	732	-150
49.1	1	832	-150
49.1	2	932	-150
49.2	0	734	-150
49.2	1	834	-150
49.2	2	934	-150
49.3	0	736	-150
49.3	1	836	-150
49.3	2	936	-150
49.4	0	738	-150
49.4	1	838	-150
49.4	2	938	-150
49.5	0	740	-150
49.5	1	840	-150
49.5	2	940	-150
49.6	0	742	-150
49.6	1	842	-150
49.6	2	942	-150
49.7	0	744	-150
49.7	1	844	-150
49.7	2	944	-150
49.8	0	746	-150
49.8	1	846	-150
49.8	2	946	-150
49.9	0	748	-150
49.9	1	848	-150
49.9	2	948	-150
50	0	750	-150
50	1	850	-150
50	2	950	-150
50.1	0	752	-150
50.1	1	852	-150
50.1	2	952	-150
50.2	0	754	-150
50.2	1	854	-150
50.2	2	954	-150
50.3	0	756	-150
50.3	1	856	-150
50.3	2	956	-150
50.4	0	758	-150
50.4	1	858	-150
50.4	2	958	-150
50.5	0	760	-150
50.5	1	860	-150
50.5	2	960	-150
50.6	0	762	-150
50.6	1	862	-150
50.6	2	962	-150
50.7	0	764	-150
50.7	1	864	-150
50.7	2	964	-150
50.8	0	766	-150
50.8	1	866	-150
50.8	2	966	-150
50.9	0	768	-150
50.9	1	868	-150
50.9	2	968	-150
51	0	770	-150
51	1	870	-150
51	2	970	-150
51.1	0	772	-150
51.1	1	872	-150
51.1	2	972	-150
51.2	0	774	-150
51.2	1	874	-150
51.2	2	974	-150
51.3	0	776	-150
51.3	1	876	-150
51.3	2	976	-150
51.4	0	778	-150
51.4	1	878	-150
51.4	2	978	-150
51.5	0	780	-150
51.5	1	880	-150
51.5	2	980	-150
51.6	0	782	-150
51.6	1	882	-150
51.6	2	982	-150
51.7	0	784	-150
51.7	1	884	-150
51.7	2	984	-150
51.8	0	786	-150
51.8	1	886	-150
51.8	2	986	-150
51.9	0	788	-150
51.9	1	888	-150
51.9	2	988	-150
52	0	790	-150
52	1	890	-150
52	2	990	-150
52.1	0	792	-150
52.1	1	892	-150
52.1	2	992	-150
52.2	0	794	-150
52.2	1	894	-150
52.2	2	994	-150
52.3	0	796	-150
52.3	1	896	-150
52.3	2	996	-150
52.4	0	798	-150
52.4	1	898	-150
52.4	2	998	-150
52.5	0	800	-150
52.5	1	900	-150
52.5	2	1000	-150
52.6	0	802	-150
52.6	1	902	-150
52.6	2	1002	-150
52.7	0	804	-150
52.7	1	904	-150
52.7	2	1004	-150
52.8	0	806	-150
52.8	1	906	-150
52.8	2	1006	-150
52.9	0	808	-150
52.9	1	908	-150
52.9	2	1008	-150
53	0	810	-150
53	1	910	-150
53	2	1010	-150
53.1	0	812	-150
53.1	1	912	-150
53.1	2	1012	-150
53.2	0	814	-150
53.2	1	914	-150
53.2	2	1014	-150
53.3	0	816	-150
53.3	1	916	-150
53.3	2	1016	-150
53.4	0	818	-150
53.4	1	918	-150
53.4	2	1018	-150
53.5	0	820	-150
53.5	1	920	-150
53.5	2	1020	-150
53.6	0	822	-150
53.6	1	922	-150
53.6	2	1022	-150
53.7	0	824	-150
53.7	1	924	-150
53.7	2	1024	-150
53.8	0	826	-150
53.8	1	926	-150
53.8	2	1026	-150
53.9	0	828	-150
53.9	1	928	-150
53.9	2	1028	-150
54	0	830	-150
54	1	930	-150
54	2	1030	-150
54.1	0	832	-150
54.1	1	932	-150
54.1	2	1032	-150
54.2	0	834	-150
54.2	1	934	-150
54.2	2	1034	-150
54.3	0	836	-150
54.3	1	936	-150
54.3	2	1036	-150
54.4	0	838	-150
54.4	1	938	-150
54.4	2	1038	-150
54.5	0	840	-150
54.5	1	940	-150
54.5	2	1040	-150
54.6	0	842	-150
54.6	1	942	-150
54.6	2	1042	-150
54.7	0	844	-150
54.7	1	944	-150
54.7	2	1044	-150
54.8	0	846	-150
54.8	1	946	-150
54.8	2	1046	-150
54.9	0	848	-150
54.9	1	948	-150
54.9	2	1048	-150
55	0	850	-150
55	1	950	-150
55	2	1050	-150
55.1	0	852	-150
55.1	1	952	-150
55.1	2	1052	-150
55.2	0	854	-150
55.2	1	954	-150
55.2	2	1054	-150
55.3	0	856	-150
55.3	1	956	-150
55.3	2	1056	-150
55.4	0	858	-150
55.4	1	958	-150
55.4	2	1058	-150
55.5	0	860	-150
55.5	1	960	-150
55.5	2	1060	-150
55.6	0	862	-150
55.6	1	962	-150
55.6	2	1062	-150
55.7	0	864	-150
55.7	1	964	-150
55.7	2	1064	-150
55.8	0	866	-150
55.8	1	966	-150
55.8	2	1066	-150
55.9	0	868	-150
55.9	1	968	-150
55.9	2	1068	-150
56	0	870	-150
56	1	970	-150
56	2	1070	-150
56.1	0	872	-150
56.1	1	972	-150
56.1	2	1072	-150
56.2	0	874	-150
56.2	1	974	-150
56.2	2	1074	-150
56.3	0	876	-150
56.3	1	976	-150
56.3	2	1076	-150
56.4	0	878	-150
56.4	1	978	-150
56.4	2	1078	-150
56.5	0	880	-150
56.5	1	980	-150
56.5	2	1080	-150
56.6	0	882	-150
56.6	1	982	-150
56.6	2	1082	-150
56.7	0	884	-150
56.7	1	984	-150
56.7	2	1084	-150
56.8	0	886	-150
56.8	1	986	-150
56.8	2	1086	-150
56.9	0	888	-150
56.9	1	988	-150
56.9	2	1088	-150
57	0	890	-150
57	1	990	-150
57	2	1090	-150
57.1	0	892	-150
57.1	1	992	-150
57.1	2	1092	-150
57.2	0	894	-150
57.2	1	994	-150
57.2	2	1094	-150
57.3	0	896	-150
57.3	1	996	-150
57.3	2	1096	-150
57.4	0	898	-150
57.4	1	998	-150
57.4	2	1098	-150
57.5	0	900	-150
57.5	1	1000	-150
57.5	2	1100	-150
57.6	0	902	-150
57.6	1	1002	-150
57.6	2	1102	-150
57.7	0	904	-150
57.7	1	1004	-150
57.7	2	1104	-150
57.8	0	906	-150
57.8	1	1006	-150
57.8	2	1106	-150
57.9	0	908	-150
57.9	1	1008	-150
57.9	2	1108	-150
58	0	910	-150
58	1	1010	-150
58	2	1110	-150
58.1	0	912	-150
58.1	1	1012	-150
58.1	2	1112	-150
58.2	0	914	-150
58.2	1	1014	-150
58.2	2	1114	-150
58.3	0	916	-150
58.3	1	1016	-150
58.3	2	1116	-150
58.4	0	918	-150
58.4	1	1018	-150
58.4	2	1118	-150
58.5	0	920	-150
58.5	1	1020	-150
58.5	2	1120	-150
58.6	0	922	-150
58.6	1	1022	-150
58.6	2	1122	-150
58.7	0	924	-150
58.7	1	1024	-150
58.7	2	1124	-150
58.8	0	926	-150
58.8	1	1026	-150
58.8	2	1126	-150
58.9	0	928	-150
58.9	1	1028	-150
58.9	2	1128	-150
59	0	930	-150
59	1	1030	-150
59	2	1130	-150
59.1	0	932	-150
59.1	1	1032	-150
59.1	2	1132	-150
59.2	0	934	-150
59.2	1	1034	-150
59.2	2	1134	-150
59.3	0	936	-150
59.3	1	1036	-150
59.3	2	1136	-150
59.4	0	938	-150
59.4	1	1038	-150
59.4	2	1138	-150
59.5	0	940	-150
59.5	1	1040	-150
59.5	2	1140	-150
59.6	0	942	-150
59.6	1	1042	-150
59.6	2	1142	-150
59.7	0	944	-150
59.7	1	1044	-150
59.7	2	1144	-150
59.8	0	946	-150
59.8	1	1046	-150
59.8	2	1146	-150
59.9	0	948	-150
59.9	1	1048	-150
59.9	2	1148	-150
