,% start,end,CellId,IMSI,RNTI,LCID,nTxPDUs,TxBytes,nRxPDUs,RxBytes,delay,stdDev,min,max,PduSize,stdDev.1,min.1,max.1,priority
477,11.25,11.5,1,8,8,3,25,26400,25,26400,0.000767141,2.67259e-05,0.000707141,0.000778569,1056,0,1056,1056,medium
478,11.25,11.5,1,9,9,3,25,26400,25,26400,0.000784998,2.67259e-05,0.000724998,0.000796426,1056,0,1056,1056,high
479,11.25,11.5,1,10,10,3,25,26400,25,26400,0.000802855,2.67259e-05,0.000742855,0.000814283,1056,0,1056,1056,high
480,11.5,11.75,1,1,1,3,25,26400,25,26400,0.000670713,5.72817e-05,0.000635713,0.000760712,1056,0,1056,1056,high
481,11.5,11.75,1,2,2,3,25,26400,25,26400,0.00068857,5.72817e-05,0.00065357,0.000778569,1056,0,1056,1056,low
482,11.5,11.75,1,3,3,3,25,26400,25,26400,0.000706427,5.72817e-05,0.000671427,0.000796426,1056,0,1056,1056,low
483,11.5,11.75,1,4,4,3,25,26400,25,26400,0.000724284,5.72817e-05,0.000689284,0.000814283,1056,0,1056,1056,low
484,11.5,11.75,1,5,5,3,25,26400,29,30624,0.000882018,0.000323244,0.000635713,0.00140357,1056,0,1056,1056,medium
485,11.5,11.75,1,6,6,3,50,26450,50,26450,0.000688213,4.18255e-05,0.00065357,0.000742855,529,138391,392,666,low
486,11.5,11.75,1,7,7,3,25,26400,25,26400,0.000740712,3.27324e-05,0.000689284,0.000760712,1056,0,1056,1056,medium
487,11.5,11.75,1,8,8,3,25,26400,25,26400,0.000758569,3.27324e-05,0.000707141,0.000778569,1056,0,1056,1056,medium
488,11.5,11.75,1,9,9,3,25,26400,25,26400,0.000776426,3.27324e-05,0.000724998,0.000796426,1056,0,1056,1056,high
489,11.5,11.75,1,10,10,3,25,26400,25,26400,0.000794283,3.27324e-05,0.000742855,0.000814283,1056,0,1056,1056,high
490,11.75,12.0,1,1,1,3,25,26400,26,27456,0.000719504,0.000205707,0.000635713,0.00140357,1056,0,1056,1056,high
491,11.75,12.0,1,2,2,3,25,26400,25,26400,0.000679998,5.43393e-05,0.00065357,0.000814283,1056,0,1056,1056,low
492,11.75,12.0,1,3,3,3,25,26400,26,27456,0.000744916,0.000196936,0.000635713,0.00140357,1056,0,1056,1056,low
493,11.75,12.0,1,4,4,3,25,26400,25,26400,0.000707855,4.79375e-05,0.00065357,0.000814283,1056,0,1056,1056,low
494,11.75,12.0,1,5,5,3,25,26400,26,27456,0.00075041,0.000201915,0.000635713,0.00143928,1056,0,1056,1056,medium
495,11.75,12.0,1,6,6,3,50,26450,50,26450,0.000691784,4.29917e-05,0.00065357,0.000742855,529,138391,392,666,low
496,11.75,12.0,1,7,7,3,25,26400,25,26400,0.000747855,2.70422e-05,0.000689284,0.000760712,1056,0,1056,1056,medium
497,11.75,12.0,1,8,8,3,25,26400,25,26400,0.000765712,2.70422e-05,0.000707141,0.000778569,1056,0,1056,1056,medium
498,11.75,12.0,1,9,9,3,25,26400,25,26400,0.000783569,2.70422e-05,0.000724998,0.000796426,1056,0,1056,1056,high
499,11.75,12.0,1,10,10,3,25,26400,25,26400,0.000801426,2.70422e-05,0.000742855,0.000814283,1056,0,1056,1056,high
500,12.0,12.25,1,1,1,3,25,26400,25,26400,0.000672141,6.00006e-05,0.000635713,0.000796426,1056,0,1056,1056,high
501,12.0,12.25,1,2,2,3,25,26400,25,26400,0.000689998,6.00006e-05,0.00065357,0.000814283,1056,0,1056,1056,low
502,12.0,12.25,1,3,3,3,25,26400,25,26400,0.000699998,5.57585e-05,0.000635713,0.000796426,1056,0,1056,1056,low
503,12.0,12.25,1,4,4,3,25,26400,25,26400,0.000717855,5.57585e-05,0.00065357,0.000814283,1056,0,1056,1056,low
